OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Return_to_owner,Unknown,Dog,Spayed Female,1825,Pit Bull,Yellow Brindle/White,5475,3,Large
Transfer,Partner,Cat,Neutered Male,365,Siamese,Blue Point,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,240,German Shepherd,Sable,4380,5,Medium to Large
Return_to_owner,Unknown,Dog,Intact Female,60,Mastiff,Fawn/Black,3650,2,Giant
Adoption,Unknown,Dog,Neutered Male,2555,Boxer,Brown/White,4380,4,Medium
Adoption,Unknown,Dog,Spayed Female,120,Collie Smooth,Tricolor,5475,4,Large
Transfer,Partner,Cat,Neutered Male,730,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,365,Great Pyrenees,White,4380,4,Giant
Adoption,Foster,Cat,Neutered Male,60,Domestic Longhair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Male,60,Cardigan Welsh Corgi,Buff,5110,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Pit Bull,Blue/White,5475,3,Large
Return_to_owner,Unknown,Cat,Spayed Female,730,Domestic Longhair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Cat,Unknown,7,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Black Smoke,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1095,Australian Cattle Dog,Blue Tick/Red Tick,5475,3,Medium
Transfer,Partner,Dog,Intact Male,120,Manchester Terrier,Black/White,5840,5,Small
Adoption,Unknown,Cat,Spayed Female,90,Domestic Shorthair,Lynx Point,6205,5,Medium
Transfer,SCRP,Cat,Unknown,1460,Domestic Medium Hair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Blue Tabby,6205,5,Medium
Adoption,Foster,Dog,Spayed Female,60,German Shepherd,Black/Brown Brindle,4380,5,Medium to Large
Adoption,Unknown,Dog,Spayed Female,60,Irish Terrier,Yellow,5475,5,Medium
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Female,730,Pit Bull,Blue,5475,3,Large
Transfer,Partner,Dog,Intact Male,270,Chihuahua Shorthair,Black/Tan,6570,5,Small
Transfer,Partner,Cat,Spayed Female,1095,Domestic Shorthair,Blue Tabby,6205,5,Medium
Return_to_owner,Unknown,Cat,Intact Female,365,Domestic Longhair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Intact Female,90,Siamese,Calico Point,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Yorkshire Terrier,Brown/Gray,5840,5,Small
Transfer,Partner,Dog,Intact Male,14,Labrador Retriever,Brown Merle/Tan,4745,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Chihuahua Shorthair,Black/White,6570,5,Small
Adoption,Unknown,Cat,Spayed Female,180,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Male,730,Boxer,Brown Brindle/White,4380,4,Medium
Transfer,SCRP,Cat,Intact Male,240,Domestic Shorthair,Blue Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,1460,Boxer,Black/White,4380,4,Medium
Adoption,Unknown,Cat,Spayed Female,90,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1825,Pit Bull,Tan/White,5475,3,Large
Return_to_owner,Unknown,Dog,Spayed Female,1825,Shetland Sheepdog,Tricolor/Black,5110,5,Medium
Adoption,Unknown,Cat,Intact Male,60,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,270,Pit Bull,Black Brindle,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,2190,Pit Bull,Brown Brindle/White,5475,3,Large
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,1825,Pit Bull,White/Black,5475,3,Large
Return_to_owner,Unknown,Dog,Neutered Male,365,German Shepherd,Gold,4380,5,Medium to Large
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,240,Boxer,Brown/White,4380,4,Medium
Transfer,Partner,Cat,Spayed Female,180,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Cream Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Intact Male,30,Rottweiler,Black/Tan,365,3,Medium to Large
Return_to_owner,Unknown,Dog,Neutered Male,1825,Siberian Husky,Red/White,5110,5,Medium
Transfer,Partner,Cat,Spayed Female,120,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Pit Bull,Tan/White,5475,3,Large
Adoption,Foster,Cat,Neutered Male,90,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Intact Male,730,Chihuahua Shorthair,Brown,6570,5,Small
Transfer,Partner,Dog,Spayed Female,365,Chihuahua Shorthair,Tan/White,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,30,Chihuahua Shorthair,Black/White,6570,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,730,Basset Hound,Brown/White,5475,5,Medium
Transfer,Partner,Dog,Neutered Male,2920,American Bulldog,White/Tan,5475,3,Large
Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair,Blue Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,730,Cairn Terrier,Brown/Black,5475,3,Small
Adoption,Unknown,Cat,Spayed Female,150,Domestic Medium Hair,Blue,6205,5,Medium
Transfer,SCRP,Cat,Spayed Female,365,Domestic Medium Hair,Brown Tabby/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair,Calico,6205,5,Medium
Transfer,Partner,Dog,Intact Female,90,Chihuahua Shorthair,Gray/White,6570,5,Small
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,120,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,90,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1460,Chihuahua Shorthair,Brown Brindle,6570,5,Small
Transfer,Partner,Cat,Neutered Male,90,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,90,Chihuahua Shorthair,Sable/White,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,180,Labrador Retriever,Brown/White,4745,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,1095,Chihuahua Shorthair,Brown/White,6570,5,Small
Adoption,Unknown,Cat,Neutered Male,60,Domestic Longhair,Black/White,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Male,30,Domestic Longhair,Black/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1095,Siberian Husky,Black/Brown,5110,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Dachshund,Black/Tan,5110,5,Small
Euthanasia,Aggressive,Dog,Intact Male,365,Pit Bull,Blue/White,5475,3,Large
Return_to_owner,Unknown,Dog,Intact Male,1825,Maltese,Buff,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,2920,Pit Bull,Blue/White,5475,3,Large
Transfer,Partner,Dog,Neutered Male,365,Labrador Retriever,Black,4745,5,Medium
Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair,Calico,6205,5,Medium
Return_to_owner,Unknown,Cat,Neutered Male,2555,Domestic Shorthair,Blue Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,365,Australian Cattle Dog,Red Tick/Blue Tick,5475,3,Medium
Return_to_owner,Unknown,Dog,Neutered Male,2920,Chihuahua Shorthair,Tan/White,6570,5,Small
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,270,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,365,Siamese,Lynx Point,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Labrador Retriever,Tan/White,4745,5,Medium
Transfer,Partner,Cat,Spayed Female,365,Domestic Medium Hair,Brown Tabby/White,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,3285,Boston Terrier,Black/White,5475,5,Small
Adoption,Unknown,Dog,Spayed Female,60,Australian Cattle Dog,Black/White,5475,3,Medium
Transfer,SCRP,Cat,Unknown,365,Domestic Medium Hair,Black,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,365,Australian Kelpie,Black/Gray,5110,5,Large
Adoption,Foster,Cat,Neutered Male,60,Domestic Medium Hair,Black/White,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,180,Domestic Shorthair,Tortie,6205,5,Medium
Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Boxer,Brown Brindle/White,4380,4,Medium
Return_to_owner,Unknown,Dog,Neutered Male,2190,Pit Bull,White/Tan,5475,3,Large
Transfer,Partner,Cat,Spayed Female,1095,Domestic Shorthair,Calico,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,120,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,Chihuahua Shorthair,Tan,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,2190,Chihuahua Shorthair,Tan/White,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,365,Siberian Husky,Sable/White,5110,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Chihuahua Shorthair,Yellow,6570,5,Small
Transfer,Partner,Cat,Intact Male,1095,Domestic Longhair,Black/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,210,Labrador Retriever,Tan,4745,5,Medium
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Blue,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,90,Standard Schnauzer,Black/Tan,5475,3,Medium
Transfer,Partner,Dog,Spayed Female,30,Havanese,Black/White,5475,5,Small
Transfer,Partner,Cat,Unknown,7,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Cairn Terrier,Tan/White,5475,3,Small
Adoption,Unknown,Dog,Neutered Male,365,Chihuahua Shorthair,Tan,6570,5,Small
Transfer,Partner,Dog,Spayed Female,240,Australian Cattle Dog,White/Tan,5475,3,Medium
Euthanasia,Suffering,Cat,Neutered Male,2555,Domestic Shorthair,Black,6205,5,Medium
Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair,Blue,6205,5,Medium
Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair,Torbie,6205,5,Medium
Transfer,Partner,Cat,Intact Male,30,Japanese Bobtail,Blue,5840,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Great Pyrenees,White/Tan,4380,4,Giant
Adoption,Unknown,Dog,Spayed Female,2190,Miniature Poodle,White,4745,5,Small
Transfer,SCRP,Cat,Intact Female,1825,Maine Coon,Brown Tabby,5475,5,Largest
Adoption,Unknown,Dog,Neutered Male,1095,Rottweiler,Black/Brown,365,3,Medium to Large
Adoption,Unknown,Dog,Neutered Male,365,Chihuahua Shorthair,White/Brown,6570,5,Small
Adoption,Foster,Cat,Spayed Female,120,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Dog,Unknown,14,Pit Bull,Blue/White,5475,3,Large
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Black,6205,5,Medium
Adoption,Foster,Cat,Neutered Male,2920,Domestic Longhair,Black,6205,5,Medium
Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,60,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,1460,Domestic Longhair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Chihuahua Shorthair,White/Tan,6570,5,Small
Died,Enroute,Cat,Spayed Female,730,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair,Tortie,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Blue Tabby,6205,5,Medium
Transfer,Partner,Dog,Intact Female,120,Pit Bull,Fawn,5475,3,Large
Adoption,Unknown,Dog,Spayed Female,1825,Pit Bull,Brown Brindle,5475,3,Large
Transfer,Partner,Dog,Spayed Female,210,Australian Kelpie,Buff,5110,5,Large
Transfer,Partner,Dog,Neutered Male,365,Border Collie,Black/Brown,5475,5,Medium
Adoption,Unknown,Cat,Spayed Female,365,Domestic Medium Hair,Calico,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,90,Anatol Shepherd,White/Tricolor,5110,2,Large
Adoption,Unknown,Dog,Neutered Male,270,Labrador Retriever,Red/White,4745,5,Medium
Adoption,Unknown,Dog,Neutered Male,30,Border Collie,Black/White,5475,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,2555,Pit Bull,Tan/White,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,90,Domestic Shorthair,Black Tabby,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,730,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Female,21,Chihuahua Shorthair,Cream/White,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,240,German Shepherd,Black/Brown,4380,5,Medium to Large
Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Labrador Retriever,Black,4745,5,Medium
Euthanasia,Suffering,Cat,Intact Female,365,Domestic Medium Hair,Black/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,1095,Pit Bull,Blue/White,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,1095,Domestic Longhair,Calico,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,1460,Domestic Shorthair,White/Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Australian Shepherd,Brown,5475,5,Medium
Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Unknown,730,Snowshoe,Seal Point,6935,5,Medium
Transfer,SCRP,Cat,Intact Female,120,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1825,Great Pyrenees,White,4380,4,Giant
Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Intact Female,90,Domestic Shorthair,Calico,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Labrador Retriever,Tan,4745,5,Medium
Transfer,Partner,Cat,Intact Female,14,Domestic Medium Hair,Torbie,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,365,Labrador Retriever,Brown,4745,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,3285,Labrador Retriever,Black/White,4745,5,Medium
Transfer,Partner,Dog,Intact Male,150,Golden Retriever,Yellow,4745,5,Medium to Large
Transfer,SCRP,Cat,Intact Female,1460,Domestic Medium Hair,Lynx Point,6205,5,Medium
Return_to_owner,Unknown,Cat,Spayed Female,365,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Foster,Dog,Neutered Male,60,Labrador Retriever,Blue/White,4745,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Australian Cattle Dog,Sable/White,5475,3,Medium
Adoption,Unknown,Dog,Neutered Male,365,Dachshund,Tricolor,5110,5,Small
Transfer,Partner,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,365,Miniature Schnauzer,Tricolor,5475,5,Small
Adoption,Unknown,Dog,Spayed Female,1095,Chihuahua Shorthair,Chocolate/Tan,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,730,Pit Bull,Black/White,5475,3,Large
Adoption,Foster,Dog,Spayed Female,730,Rottweiler,Black/Brown,365,3,Medium to Large
Transfer,Partner,Dog,Neutered Male,2555,Shih Tzu,Gray/White,5110,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,730,Labrador Retriever,Black,4745,5,Medium
Adoption,Unknown,Cat,Spayed Female,180,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1095,Labrador Retriever,Black,4745,5,Medium
Transfer,Partner,Dog,Intact Male,30,Labrador Retriever,Black Brindle/White,4745,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,210,Chihuahua Shorthair,Brown/White,6570,5,Small
Transfer,Partner,Cat,Intact Male,42,Domestic Shorthair,Black/White,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Male,730,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Intact Male,90,Pit Bull,White/Black,5475,3,Large
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Blue Tabby,6205,5,Medium
Adoption,Unknown,Cat,Intact Female,30,Domestic Shorthair,Calico,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,1460,Chihuahua Shorthair,Black/White,6570,5,Small
Adoption,Foster,Cat,Neutered Male,90,Domestic Medium Hair,Blue/White,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,365,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Border Collie,Black/White,5475,5,Medium
Euthanasia,Suffering,Cat,Spayed Female,365,Domestic Shorthair,White/Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Cat,Spayed Female,730,Domestic Longhair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,180,German Shepherd,Tan/White,4380,5,Medium to Large
Return_to_owner,Unknown,Dog,Neutered Male,1460,Beagle,Tricolor,5475,5,Small
Adoption,Unknown,Cat,Neutered Male,1095,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,120,Domestic Shorthair,Torbie,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,150,Siamese,Flame Point,5475,5,Medium
Adoption,Unknown,Cat,Neutered Male,365,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Golden Retriever,Tan,4745,5,Medium to Large
Return_to_owner,Unknown,Dog,Spayed Female,730,Pit Bull,Brown/Blue Smoke,5475,3,Large
Transfer,Partner,Dog,Neutered Male,365,Jack Russell Terrier,White/Brown,5840,5,Small
Return_to_owner,Unknown,Dog,Intact Male,365,Great Pyrenees,White,4380,4,Giant
Died,In Kennel,Cat,Intact Female,14,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Female,30,Chihuahua Shorthair,Brown,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,30,Pit Bull,Black/White,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,180,Domestic Medium Hair,Calico,6205,5,Medium
Transfer,Partner,Dog,Neutered Male,1095,Labrador Retriever,Black/White,4745,5,Medium
Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,SCRP,Cat,Unknown,730,Domestic Medium Hair,Black/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,1095,Rottweiler,Black/Tan,365,3,Medium to Large
Transfer,Partner,Dog,Intact Female,365,Labrador Retriever,Black,4745,5,Medium
Transfer,Partner,Dog,Spayed Female,90,Pit Bull,White/Black,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,730,Catahoula,Blue Merle/White,5110,3,Large
Adoption,Unknown,Dog,Neutered Male,150,Border Collie,Black/White,5475,5,Medium
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Black/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1095,Chinese Sharpei,Brown,3650,3,Medium
Adoption,Unknown,Dog,Neutered Male,730,Norfolk Terrier,Black/White,5475,5,Small
Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Offsite,Cat,Neutered Male,90,Turkish Van,White/Blue,6205,5,Medium to Large
Transfer,Partner,Dog,Spayed Female,365,Miniature Pinscher,Red,5475,5,Small
Adoption,Unknown,Dog,Neutered Male,365,Australian Cattle Dog,Brown/White,5475,3,Medium
Transfer,Partner,Dog,Spayed Female,1825,Rat Terrier,Tricolor/White,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,2555,Bichon Frise,White,5475,5,Small
Transfer,Partner,Dog,Unknown,7,Labrador Retriever,Black,4745,5,Medium
Transfer,Partner,Cat,Neutered Male,2920,American Shorthair,Blue/White,6205,5,Medium to Large
Adoption,Unknown,Dog,Neutered Male,120,Dachshund,Brown Brindle,5110,5,Small
Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair,Black/White,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,730,Chihuahua Shorthair,Tan/White,6570,5,Small
Transfer,Partner,Cat,Neutered Male,240,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,German Shepherd,Brown/Black,4380,5,Medium to Large
Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1460,Siberian Husky,White/Black,5110,5,Medium
Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair,Black Tabby/White,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,730,Domestic Shorthair,Silver Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,2190,Maltese,White,6570,5,Small
Transfer,Partner,Dog,Neutered Male,730,Miniature Poodle,White,4745,5,Small
Transfer,Partner,Dog,Intact Male,365,Chihuahua Shorthair,Brown/White,6570,5,Small
Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair,Tortie,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,60,Domestic Medium Hair,Orange Tabby/White,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Male,730,Siamese,Blue Point,5475,5,Medium
Adoption,Foster,Cat,Neutered Male,365,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,30,Domestic Medium Hair,Black/White,6205,5,Medium
Return_to_owner,Unknown,Cat,Neutered Male,2920,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Maltese,White,6570,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,730,Great Dane,Black/White,2920,3,Giant
