Lifespan Interval,Breed,AnimalType,Child Friendly,Grooming,Vocalization,Adaptability,isPurebred,Puppy Price Interval,Intelligence,Stranger Friendly,Lifespan,Shedding Level,isIntact,AgeuponOutcome Interval,Health Issues,Color,Hypoallergenic,AgeuponOutcome,Size,OutcomeType,isColorMix,Puppy Price,SexuponOutcome,Dog Friendly
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,1,4,Brown,0,60,2,Transfer,1,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,90,2,Adoption,0,300,0,3
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,0,2,3,Red,0,270,2,Return_to_owner,1,600,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,White,0,60,2,Adoption,1,300,1,3
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,3,1,Black,0,730,2,Adoption,1,450,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,28,2,Transfer,0,300,0,3
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,2,3,Black,0,365,1,Transfer,1,600,1,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,4,2,Brown,0,1825,2,Adoption,1,600,0,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,4,4,Red,0,2555,2,Transfer,1,1500,1,5
3,Cairn Terrier,Dog,4,3,5,3,0,3,4,3,5475,3,0,3,2,Tan,1,730,1,Return_to_owner,1,850,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,1,4,Black,0,30,1,Adoption,1,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,60,2,Adoption,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,3,4,Tan,0,1095,1,Transfer,1,700,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Yellow,0,730,2,Transfer,1,1500,0,5
2,American Bulldog,Dog,2,3,4,3,0,3,3,2,5110,3,1,1,3,White,0,5,3,Transfer,1,800,0,3
2,Dachshund,Dog,2,2,4,5,1,2,4,2,5110,3,0,1,3,Black,0,30,1,Adoption,1,600,0,2
2,Cardigan Welsh Corgi,Dog,5,3,4,5,0,4,5,3,5110,4,0,1,2,Brown,0,60,2,Adoption,1,1100,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,4,2,White,0,1460,2,Return_to_owner,1,600,1,1
3,Border Collie,Dog,5,3,4,5,0,3,5,3,5475,3,0,2,3,Black,0,240,2,Adoption,1,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,White,0,60,2,Adoption,1,300,0,3
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,0,2,3,Red,0,365,2,Return_to_owner,1,600,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Calico,0,365,2,Adoption,0,300,1,3
3,Australian Shepherd,Dog,5,3,2,5,0,3,4,2,5475,3,0,4,3,Brown,0,1460,2,Return_to_owner,1,700,1,3
3,Beagle,Dog,5,1,5,5,0,3,3,4,5475,3,1,1,3,White,0,0,1,Transfer,0,650,1,5
3,Yorkshire Terrier,Dog,1,5,5,5,0,3,5,3,5840,1,0,3,4,Gray,1,730,1,Adoption,0,800,1,2
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,Black,0,730,1,Adoption,1,700,0,3
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,0,3,4,Red,0,730,2,Adoption,1,1400,0,2
3,Border Collie,Dog,5,3,4,5,0,3,5,3,5475,3,0,4,3,Black,0,2920,2,Adoption,0,700,1,3
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,1,4,4,Black,0,1825,2,Died,1,1400,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,21,2,Transfer,0,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Blue,0,1460,2,Return_to_owner,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Gray,0,2555,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Black,0,365,2,Adoption,0,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,4,4,Brown,0,2190,2,Return_to_owner,1,1500,0,5
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Brown,0,365,2,Adoption,1,600,0,1
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,1,1,3,Red,0,60,1,Transfer,1,600,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Blue,0,3,2,Transfer,1,300,1,3
2,Anatol Shepherd,Dog,4,2,4,2,0,3,2,1,5110,5,1,1,4,Black,0,14,3,Transfer,0,800,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Brown,0,365,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Torbie,0,60,2,Adoption,0,300,1,3
1,Basenji,Dog,4,1,1,2,0,4,3,2,4380,1,0,3,3,Tricolor,1,730,2,Adoption,1,1100,1,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,60,2,Adoption,0,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,3,4,Tan,0,730,1,Return_to_owner,0,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Brown,0,180,2,Transfer,1,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,4,4,Tan,0,1460,2,Euthanasia,0,1500,0,5
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,1,3,Tricolor,0,30,1,Adoption,1,600,1,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Brown,0,365,2,Return_to_owner,1,600,0,1
3,Australian Shepherd,Dog,5,3,2,5,0,3,4,2,5475,3,0,3,3,Black,0,1095,2,Return_to_owner,1,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,White,0,60,2,Adoption,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,1,4,White,0,90,1,Transfer,1,700,1,3
2,Pit Bull,Dog,2,1,3,5,1,2,3,2,5110,1,0,3,2,Brown,0,1095,2,Return_to_owner,0,600,0,1
3,Pekingese,Dog,1,5,4,5,1,3,3,3,5475,3,1,3,4,Cream,0,730,1,Transfer,0,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,White,0,730,2,Transfer,1,300,1,3
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,1,1,White,0,30,2,Transfer,1,450,1,5
3,Border Terrier,Dog,5,3,4,5,0,4,5,2,5475,1,0,4,2,Brown,1,1460,1,Return_to_owner,0,1300,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Calico,0,365,2,Transfer,1,300,1,3
1,Rhodesian Ridgeback,Dog,5,1,2,4,0,4,4,2,4380,1,0,3,3,Brown,0,730,3,Return_to_owner,1,1050,0,2
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,0,3,4,Tan,0,730,2,Adoption,1,1400,1,2
2,Hovawart,Dog,4,5,2,5,0,4,3,2,5110,3,0,3,3,Black,0,730,2,Adoption,1,1100,0,4
3,Shiba Inu,Dog,3,2,2,4,0,4,2,2,5475,4,0,2,3,Yellow,0,365,2,Adoption,1,900,1,3
3,Beagle,Dog,5,1,5,5,0,3,3,4,5475,3,0,4,3,Tricolor,0,2555,1,Return_to_owner,1,650,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Tortie,0,90,2,Adoption,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,120,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,90,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Cream,0,2190,2,Return_to_owner,1,300,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,1,2,Black,0,60,2,Adoption,1,600,0,1
4,Chihuahua,Dog,1,1,5,5,1,3,3,3,6570,1,0,3,4,Sable,0,730,1,Transfer,1,700,0,3
2,Miniature Schnauzer,Dog,4,4,3,5,0,3,5,3,5110,1,0,4,3,White,1,2555,1,Adoption,0,800,0,3
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,1,2,3,Tricolor,0,365,1,Return_to_owner,1,400,1,4
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,1,2,Brown,0,30,2,Transfer,1,600,0,1
4,Maltese,Dog,4,3,5,5,1,3,4,5,6570,1,0,2,3,White,1,365,1,Adoption,0,700,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Silver,0,30,2,Adoption,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Tortie,0,365,2,Transfer,0,300,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,1,4,White,0,90,1,Adoption,0,700,1,3
3,Jack Russell Terrier,Dog,4,2,5,5,0,3,2,3,5840,5,0,2,3,White,0,365,1,Adoption,1,850,1,2
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,1,4,Yellow,0,60,1,Adoption,1,700,0,3
3,Pomeranian,Dog,4,3,4,5,0,3,5,3,5475,3,0,4,3,Red,0,2555,1,Return_to_owner,0,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Black,0,730,2,Return_to_owner,0,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Blue,0,1095,2,Adoption,1,600,1,1
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,White,0,365,1,Adoption,1,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,90,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,30,2,Adoption,0,300,0,3
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,0,2,3,Blue,0,210,2,Transfer,1,600,1,3
3,Lhasa Apso,Dog,5,5,5,5,0,2,3,3,5475,4,0,4,2,Black,0,1825,1,Return_to_owner,0,600,1,5
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,1,1,3,Tricolor,0,30,1,Transfer,1,400,1,4
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,30,2,Adoption,0,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,White,0,730,2,Transfer,0,600,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,60,2,Died,0,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,1,4,Black,0,60,2,Transfer,0,1500,1,5
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Red,0,270,2,Return_to_owner,1,600,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,30,2,Adoption,1,300,1,3
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,1,1,4,Black,0,30,2,Transfer,1,1400,0,2
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,2,4,Brown,0,150,2,Transfer,1,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,90,2,Transfer,1,300,1,3
2,American Eskimo Dog,Dog,4,3,5,5,1,3,2,2,5110,5,0,4,3,White,0,1825,1,Transfer,0,700,0,4
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,3,3,Brown,0,730,1,Transfer,1,600,0,2
1,Boxer,Dog,4,1,2,4,0,4,4,3,4380,1,0,2,3,Black,0,180,2,Adoption,1,900,1,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,White,0,365,2,Adoption,1,600,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Blue,0,28,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Orange,0,21,2,Transfer,1,300,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,1,4,Brown,0,60,2,Adoption,1,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,7,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Orange,0,14,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,White,0,365,2,Transfer,1,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Buff,0,1095,2,Adoption,0,1500,0,5
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Cream,0,365,2,Return_to_owner,1,1500,0,5
1,Australian Kelpie,Dog,3,2,3,5,0,2,5,2,4745,3,0,3,2,Red,0,730,2,Adoption,0,550,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Tortie,0,30,2,Transfer,0,300,1,3
4,Toy Poodle,Dog,2,5,3,5,0,4,5,4,6570,1,0,3,3,Black,1,1095,1,Adoption,0,1000,0,4
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,21,2,Transfer,1,300,1,3
1,Doberman Pinscher,Dog,3,2,2,5,0,4,5,1,4380,3,0,3,4,Chocolate,0,1095,2,Return_to_owner,1,900,0,2
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,3,4,Black,0,730,1,Transfer,1,700,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,Tricolor,0,1460,1,Adoption,1,700,1,3
2,Dachshund,Dog,2,2,4,5,1,2,4,2,5110,3,0,1,3,Tricolor,0,90,1,Adoption,1,600,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Blue,0,28,2,Transfer,1,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,1,2,White,0,60,2,Adoption,1,600,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Torbie,0,60,2,Adoption,0,300,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,White,0,1095,2,Adoption,1,600,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,1,3
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,2,3,Black,0,365,1,Adoption,1,600,0,2
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,2,4,White,0,365,1,Euthanasia,1,700,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Black,0,180,1,Adoption,1,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Orange,0,21,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,60,2,Adoption,0,300,0,3
3,Border Collie,Dog,5,3,4,5,0,3,5,3,5475,3,0,4,3,Blue,0,1460,2,Adoption,1,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Brown,0,730,2,Euthanasia,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,120,2,Transfer,0,300,0,3
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,0,3,4,Tan,0,730,2,Transfer,0,1400,1,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,0,3
2,Catahoula,Dog,3,1,2,3,0,1,5,1,5110,3,1,1,4,White,0,120,2,Transfer,1,275,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,30,2,Transfer,1,300,1,3
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,0,3,3,White,0,1095,1,Return_to_owner,1,400,1,4
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Brown,0,365,2,Adoption,1,600,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Orange,0,150,2,Transfer,1,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,3,2,Brown,0,1095,2,Return_to_owner,0,600,1,1
1,Golden Retriever,Dog,5,3,1,5,0,4,5,5,4745,3,0,1,4,Red,0,30,2,Adoption,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,90,2,Adoption,1,300,0,3
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,1,1,White,0,120,2,Transfer,1,450,0,5
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,0,2,4,Black,0,240,2,Return_to_owner,1,1400,1,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Calico,0,365,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Brown,0,2190,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Brown,0,2555,2,Adoption,1,300,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Brown,0,180,1,Adoption,0,700,1,3
3,Australian Shepherd,Dog,5,3,2,5,1,3,4,2,5475,3,0,4,3,Black,0,2190,2,Return_to_owner,1,700,0,3
2,Cardigan Welsh Corgi,Dog,5,3,4,5,0,4,5,3,5110,4,0,2,2,Black,0,365,2,Return_to_owner,0,1100,1,3
3,Beagle,Dog,5,1,5,5,0,3,3,4,5475,3,1,1,3,White,0,0,1,Transfer,0,650,0,5
2,Catahoula,Dog,3,1,2,3,0,1,5,1,5110,3,0,2,4,Black,0,365,2,Adoption,1,275,1,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,3,1,Tortie,0,730,2,Transfer,0,300,1,3
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,2,3,Black,0,365,1,Transfer,1,600,1,2
3,Yorkshire Terrier,Dog,1,5,5,5,0,3,5,3,5840,1,0,2,4,Silver,1,365,1,Adoption,1,800,0,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,4,2,Brown,0,1825,2,Adoption,1,600,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Tortie,0,60,2,Adoption,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,White,0,30,2,Died,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Blue,0,30,2,Transfer,1,300,1,3
3,Cairn Terrier,Dog,4,3,5,3,0,3,4,3,5475,3,0,4,2,Gray,1,1825,1,Return_to_owner,0,850,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,28,2,Transfer,1,300,1,3
3,Papillon,Dog,4,3,5,5,0,2,5,5,5840,1,0,4,3,Black,0,1825,1,Adoption,1,500,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Black,0,2190,2,Transfer,1,300,1,3
1,German Shepherd,Dog,5,2,3,5,1,4,5,1,4380,5,0,1,4,Black,0,60,2,Adoption,1,1400,0,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,2,2,Blue,0,365,2,Transfer,1,600,0,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Black,0,365,2,Transfer,0,1500,0,5
3,Havanese,Dog,5,3,2,5,0,4,2,4,5475,3,0,1,3,White,1,90,1,Return_to_owner,1,1050,0,5
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,2,2,Black,0,365,2,Euthanasia,1,600,0,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,3,4,Black,0,1095,2,Return_to_owner,0,1500,0,5
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,2,4,Brown,0,365,1,Transfer,1,700,1,3
1,German Shepherd,Dog,5,2,3,5,1,4,5,1,4380,5,0,2,4,Sable,0,365,2,Adoption,0,1400,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,60,2,Transfer,0,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Orange,0,120,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,60,2,Adoption,1,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Tan,0,365,2,Transfer,1,600,0,1
3,Boston Terrier,Dog,5,1,2,5,0,3,4,4,5475,3,1,4,3,Black,0,2920,1,Return_to_owner,1,700,0,5
2,Siberian Husky,Dog,4,3,2,5,1,4,4,3,5110,4,1,4,3,Black,0,2920,2,Return_to_owner,1,950,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Tortie,0,1825,2,Return_to_owner,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Torbie,0,30,2,Transfer,0,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,1,4,White,0,60,2,Transfer,1,1500,0,5
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,1,4,Brown,0,90,1,Adoption,1,700,0,3
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,0,3,1,Seal,0,1095,2,Adoption,1,500,0,5
2,Miniature Schnauzer,Dog,4,4,3,5,0,3,5,3,5110,1,0,3,3,Black,1,730,1,Euthanasia,1,800,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Brown,0,2920,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,21,2,Transfer,1,300,0,3
3,Norfolk Terrier,Dog,4,3,3,5,0,4,4,2,5475,1,0,3,3,Cream,1,730,1,Return_to_owner,0,2250,1,4
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Orange,0,730,2,Adoption,1,300,1,3
3,American Cocker Spaniel,Dog,5,5,4,5,0,3,5,5,5475,3,0,3,4,Black,0,1095,2,Transfer,1,700,0,4
3,Border Collie,Dog,5,3,4,5,0,3,5,3,5475,3,0,2,3,Black,0,150,2,Adoption,1,700,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Yellow,0,365,2,Return_to_owner,0,1500,0,5
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,0,1,3,White,0,60,2,Adoption,1,600,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,30,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Tortie,0,365,2,Died,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Calico,0,30,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,White,0,365,2,Euthanasia,1,300,0,3
4,Toy Poodle,Dog,2,5,3,5,0,4,5,4,6570,1,0,3,3,White,1,1095,1,Return_to_owner,0,1000,0,4
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Fawn,0,730,2,Adoption,1,600,1,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Black,0,730,2,Return_to_owner,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,90,2,Adoption,0,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Blue,0,1095,2,Transfer,0,300,0,3
1,Golden Retriever,Dog,5,3,1,5,0,4,5,5,4745,3,0,1,4,Buff,0,60,2,Adoption,1,1500,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Blue,0,30,2,Transfer,1,300,1,3
4,Toy Poodle,Dog,2,5,3,5,0,4,5,4,6570,1,1,2,3,White,1,365,1,Adoption,0,1000,0,4
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,1,3,3,Blue,0,730,2,Return_to_owner,1,600,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Brown,0,730,2,Transfer,1,1500,1,5
3,Yorkshire Terrier,Dog,1,5,5,5,0,3,5,3,5840,1,0,3,4,Tan,1,730,1,Transfer,1,800,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,4,2,Transfer,0,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,21,2,Transfer,0,300,1,3
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,1,4,3,Tricolor,0,2555,1,Return_to_owner,1,400,0,4
2,American Staffordshire Terrier,Dog,4,1,2,3,0,4,4,3,5110,1,0,3,3,Chocolate,0,730,2,Return_to_owner,0,900,0,1
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,2,4,Buff,0,365,1,Return_to_owner,0,700,0,3
4,Snowshoe,Cat,4,3,5,5,0,2,5,4,6935,3,1,1,1,Seal,0,30,2,Adoption,1,350,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Orange,0,14,2,Transfer,1,300,1,3
1,Rottweiler,Dog,2,1,1,3,0,4,5,1,4015,1,0,3,3,Black,0,1095,2,Adoption,1,1600,1,1
3,Pug,Dog,4,1,4,5,0,2,4,5,5475,4,0,4,5,Fawn,0,1460,1,Adoption,1,400,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,0,3
1,French Brittany,Dog,5,2,3,5,0,3,1,5,4745,2,0,3,3,Red,0,1095,2,Adoption,0,750,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Brown,0,365,2,Return_to_owner,1,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,1,2,Black,0,60,2,Died,1,600,1,1
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,1,2,Brown,0,30,2,Return_to_owner,1,600,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Orange,0,365,2,Transfer,1,300,0,3
