OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Euthanasia,Cat,Spayed Female,12.166666666666666,Domestic Medium Hair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,60.833333333333336,Boxer,White/Brown,146.0,4,Medium
Return_to_owner,Dog,Spayed Female,4.0,Labrador Retriever,White/Tricolor,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,85.16666666666667,Yorkshire Terrier,Buff,194.66666666666666,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Longhair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Intact Female,1.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Black/Brown Brindle,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,2.0,Great Pyrenees,White/Brown Merle,146.0,4,Giant
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Euthanasia,Dog,Neutered Male,1.0,Chihuahua Shorthair,Yellow/White,219.0,5,Small
Transfer,Cat,Intact Male,5.0,Siamese,Seal Point,182.5,5,Medium
Return_to_owner,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Blue/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Blue/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Maltese,White,219.0,5,Small
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,White/Blue,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,3.0,Anatol Shepherd,Brown/Tan,170.33333333333334,2,Large
Adoption,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,12.166666666666666,Chihuahua Longhair,Tricolor,219.0,5,Small
Return_to_owner,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,60.833333333333336,English Bulldog,Tan/White,146.0,3,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Longhair,Blue,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,German Shepherd,Black/Brown,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Black,219.0,5,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Pointer,White/Black,182.5,5,Medium
Transfer,Cat,Intact Female,12.166666666666666,Siamese,Lynx Point,182.5,5,Medium
Adoption,Dog,Spayed Female,73.0,Labrador Retriever,Black Smoke/White,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Jack Russell Terrier,White/Brown,194.66666666666666,5,Small
Transfer,Cat,Spayed Female,7.0,Domestic Shorthair,White/Black,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,24.333333333333332,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,85.16666666666667,Lhasa Apso,Brown/White,182.5,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,36.5,Snowshoe,Lilac Point,231.16666666666666,5,Medium
Adoption,Dog,Neutered Male,2.0,Dachshund,Black/White,170.33333333333334,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,48.666666666666664,Miniature Schnauzer,Black,182.5,5,Small
Adoption,Dog,Neutered Male,1.0,Beagle,Black/Tan,182.5,5,Small
Transfer,Dog,Spayed Female,60.833333333333336,Dachshund,Tan/White,170.33333333333334,5,Small
Adoption,Dog,Neutered Male,1.0,Chihuahua Shorthair,Chocolate/Tan,219.0,5,Small
Transfer,Cat,Intact Female,0.23333333333333334,Domestic Shorthair,Black Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,8.0,Border Collie,Black,182.5,5,Medium
Adoption,Dog,Neutered Male,1.0,German Shepherd,White/Brown,146.0,5,Medium to Large
Euthanasia,Dog,Intact Male,48.666666666666664,Chihuahua Shorthair,White/Black,219.0,5,Small
Transfer,Cat,Intact Male,5.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,1.0,Yorkshire Terrier,Tan/Blue,194.66666666666666,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Pit Bull,Black/White,182.5,3,Large
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Black,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Black and Tan Coonhound,Black/Brown,146.0,5,Large
Died,Cat,Intact Male,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Jack Russell Terrier,Tricolor,194.66666666666666,5,Small
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,36.5,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Pit Bull,Blue/White,182.5,3,Large
Return_to_owner,Dog,Intact Male,60.833333333333336,Presa Canario,Brown/Black,133.83333333333334,2,Giant
Adoption,Dog,Neutered Male,6.0,Miniature Schnauzer,Gray/Tan,182.5,5,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Miniature Poodle,White,158.16666666666666,5,Small
Return_to_owner,Dog,Spayed Female,36.5,Border Collie,Black,182.5,5,Medium
Return_to_owner,Dog,Intact Male,24.333333333333332,Bulldog,White/Brown,121.66666666666667,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Dachshund,Red,170.33333333333334,5,Small
Euthanasia,Cat,Intact Male,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,73.0,German Shepherd,Black/Tan,146.0,5,Medium to Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Yorkshire Terrier,Red/Black,194.66666666666666,5,Small
Transfer,Dog,Intact Male,2.0,Black Mouth Cur,Brown,194.66666666666666,4,Medium to Large
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,12.166666666666666,Russian Blue,Blue,194.66666666666666,3,Medium
Transfer,Cat,Intact Male,12.166666666666666,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,60.833333333333336,Plott Hound,Black Brindle,170.33333333333334,3,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Bruss Griffon,Buff,182.5,4,Small
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Miniature Schnauzer,White/Black,182.5,5,Small
Euthanasia,Dog,Intact Male,1.0,Pit Bull,White/Brown,182.5,3,Large
Adoption,Cat,Spayed Female,12.166666666666666,Cymric,Blue Tabby/White,48.666666666666664,5,Medium to Large
Adoption,Cat,Neutered Male,1.0,Domestic Medium Hair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Intact Female,12.166666666666666,Dachshund Wirehair,Cream,170.33333333333334,5,Small
Transfer,Dog,Neutered Male,97.33333333333333,Beagle,Tan/White,182.5,5,Small
Return_to_owner,Dog,Neutered Male,24.333333333333332,Bichon Frise,White,182.5,5,Small
Adoption,Dog,Spayed Female,48.666666666666664,Pit Bull,Black/White,182.5,3,Large
Transfer,Cat,Intact Male,3.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,36.5,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,German Shepherd,Black/Tan,146.0,5,Medium to Large
Transfer,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Cat,Neutered Male,4.0,Russian Blue,Blue,194.66666666666666,3,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Pit Bull,Tan,182.5,3,Large
Adoption,Dog,Neutered Male,24.333333333333332,Pit Bull,Chocolate/White,182.5,3,Large
Transfer,Dog,Intact Male,0.9333333333333333,Chihuahua Shorthair,Sable,219.0,5,Small
Adoption,Cat,Neutered Male,6.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Brown/White,182.5,3,Large
Transfer,Dog,Spayed Female,24.333333333333332,Dachshund,Black/Brown,170.33333333333334,5,Small
Transfer,Dog,Neutered Male,1.0,Labrador Retriever,Cream/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,109.5,Jack Russell Terrier,White/Black,194.66666666666666,5,Small
Transfer,Cat,Neutered Male,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,36.5,Labrador Retriever,Blue/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Rottweiler,Black/Brown,12.166666666666666,3,Medium to Large
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,Red,219.0,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,36.5,Miniature Pinscher,Black/Brown,182.5,5,Small
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Black Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,1.0,Dachshund,Blue Merle,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,Miniature Poodle,Cream,158.16666666666666,5,Small
Return_to_owner,Dog,Neutered Male,48.666666666666664,Boxer,Brown/Black,146.0,4,Medium
Transfer,Cat,Intact Female,8.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,12.166666666666666,Pit Bull,Tan/White,182.5,3,Large
Transfer,Dog,Intact Female,2.0,Labrador Retriever,White/Cream,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,36.5,Doberman Pinsch,Black/Tan,146.0,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Jack Russell Terrier,White,194.66666666666666,5,Small
Adoption,Dog,Neutered Male,60.833333333333336,Labrador Retriever,Black,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Labrador Retriever,Chocolate,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,2.0,Australian Cattle Dog,Black/White,182.5,3,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,White/Black,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,12.166666666666666,German Shepherd,Red,146.0,5,Medium to Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Longhair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,9.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Australian Shepherd,Brown Merle/White,182.5,5,Medium
Transfer,Cat,Intact Male,0.1,Domestic Shorthair,Black Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,24.333333333333332,Chihuahua Shorthair,Fawn,219.0,5,Small
Transfer,Cat,Intact Male,1.0,Domestic Shorthair,White/Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,60.833333333333336,Labrador Retriever,Black,158.16666666666666,5,Medium
Transfer,Dog,Intact Female,2.0,Chihuahua Shorthair,Brown/White,219.0,5,Small
Adoption,Dog,Spayed Female,5.0,Black Mouth Cur,Sable,194.66666666666666,4,Medium to Large
Return_to_owner,Dog,Spayed Female,85.16666666666667,Labrador Retriever,Buff,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,4.0,Pit Bull,White/Brown,182.5,3,Large
Adoption,Dog,Neutered Male,2.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Miniature Poodle,White,158.16666666666666,5,Small
Adoption,Dog,Neutered Male,2.0,Chihuahua Shorthair,Cream,219.0,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Tortie/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,5.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Pit Bull,White/Black,182.5,3,Large
Adoption,Cat,Spayed Female,3.0,Domestic Longhair,Tortie,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,97.33333333333333,Manchester Terrier,Black/Brown,194.66666666666666,5,Small
Adoption,Dog,Spayed Female,2.0,Akita,Brown/White,146.0,5,Large
Return_to_owner,Dog,Spayed Female,12.166666666666666,Labrador Retriever,Chocolate,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,36.5,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,6.0,Labrador Retriever,White/Brown,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,0.4666666666666667,Labrador Retriever,Brown Merle,158.16666666666666,5,Medium
Adoption,Dog,Intact Male,5.0,Catahoula,Blue Merle/White,170.33333333333334,3,Large
Return_to_owner,Dog,Spayed Female,73.0,Chihuahua Shorthair,Brown/White,219.0,5,Small
Adoption,Dog,Spayed Female,12.166666666666666,Parson Russell Terrier,Black/White,182.5,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Died,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,9.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,1.0,Pit Bull,Brown/White,182.5,3,Large
Adoption,Dog,Spayed Female,12.166666666666666,Catahoula,White/Tan,170.33333333333334,3,Large
Return_to_owner,Dog,Intact Female,85.16666666666667,German Shepherd,Black/Tan,146.0,5,Medium to Large
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,White,219.0,5,Small
Euthanasia,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Gray Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Chihuahua Shorthair,Black,219.0,5,Small
Adoption,Dog,Neutered Male,85.16666666666667,Chihuahua Shorthair,White,219.0,5,Small
Euthanasia,Dog,Intact Male,24.333333333333332,Pit Bull,Blue/White,182.5,3,Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Euthanasia,Dog,Spayed Female,24.333333333333332,German Shepherd,Cream/Black,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Brown/White,219.0,5,Small
Adoption,Cat,Spayed Female,60.833333333333336,Domestic Longhair,Blue/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.9333333333333333,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Australian Cattle Dog,Tricolor,182.5,3,Medium
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,Rottweiler,Black/Brown,12.166666666666666,3,Medium to Large
Euthanasia,Dog,Spayed Female,97.33333333333333,Cocker Spaniel,Buff/White,170.33333333333334,5,Medium
Adoption,Dog,Neutered Male,60.833333333333336,Soft Coated Wheaten Terrier,Cream,182.5,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Soft Coated Wheaten Terrier,Cream,182.5,5,Medium
Adoption,Dog,Spayed Female,48.666666666666664,Jack Russell Terrier,Tricolor,194.66666666666666,5,Small
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Gray,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,1.0,Domestic Medium Hair,Torbie/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Boxer,Brown,146.0,4,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,48.666666666666664,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Dog,Neutered Male,48.666666666666664,Dachshund,Black/White,170.33333333333334,5,Small
Adoption,Dog,Neutered Male,2.0,Pit Bull,Blue/White,182.5,3,Large
Euthanasia,Cat,Intact Female,1.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,5.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,97.33333333333333,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,White/Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,1.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,Pit Bull,Brown,182.5,3,Large
Adoption,Cat,Neutered Male,24.333333333333332,Domestic Medium Hair,Brown Tabby,206.83333333333334,5,Medium
Euthanasia,Cat,Intact Male,1.0,Domestic Shorthair,Black Smoke/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,109.5,Catahoula,Brown Merle/White,170.33333333333334,3,Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,4.0,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,1.0,Australian Cattle Dog,Black/White,182.5,3,Medium
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,60.833333333333336,Pit Bull,Brown Brindle,182.5,3,Large
Transfer,Cat,Intact Male,60.833333333333336,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Australian Shepherd,Chocolate/White,182.5,5,Medium
Adoption,Cat,Intact Male,3.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,0.2,Rat Terrier,White,219.0,5,Small
Euthanasia,Dog,Neutered Male,36.5,Pit Bull,White,182.5,3,Large
Transfer,Dog,Intact Female,2.0,Weimaraner,Chocolate/White,146.0,5,Medium to Large
Adoption,Cat,Spayed Female,109.5,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Intact Female,2.0,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,7.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,0.1,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Euthanasia,Dog,Neutered Male,48.666666666666664,Pit Bull,Brown,182.5,3,Large
