'Lifespan Interval',Breed,AnimalType,'Child Friendly',Grooming,Vocalization,'Puppy Price Interval','Shedding Level',isIntact,'AgeuponOutcome Interval','Health Issues',OutcomeType
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,3,3,Adoption
1,'Australian Kelpie',Dog,3,2,3,2,3,0,1,2,Adoption
3,'Standard Schnauzer',Dog,4,5,3,4,1,0,4,1,Died
1,Rottweiler,Dog,2,1,1,4,1,0,3,3,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,4,1,Adoption
1,'German Shepherd',Dog,5,2,3,4,5,0,1,4,Adoption
4,Chihuahua,Dog,1,1,5,3,1,1,1,4,Transfer
3,Whippet,Dog,4,1,1,4,3,0,3,3,Return_to_owner
3,Beagle,Dog,5,1,5,3,3,0,4,3,Return_to_owner
3,Pug,Dog,4,1,4,2,4,0,2,5,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,1,3,2,Transfer
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,2,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,1,1,4,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
1,Bulldog,Dog,5,2,1,4,3,0,3,5,Return_to_owner
3,'Russian Blue',Cat,3,3,1,2,3,0,2,1,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,4,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,1,3,Transfer
2,'Pharaoh Hound',Dog,4,1,2,4,1,1,2,1,Return_to_owner
3,Himalayan,Cat,2,5,1,2,5,1,1,4,Transfer
1,Rottweiler,Dog,2,1,1,4,1,0,4,3,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Adoption
2,'Shih Tzu',Dog,2,5,3,4,1,1,4,3,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,1,1,Adoption
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,3,3,Adoption
3,Pug,Dog,4,1,4,2,4,0,2,5,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Return_to_owner
2,Catahoula,Dog,3,1,2,1,3,1,4,4,Return_to_owner
1,'Australian Kelpie',Dog,3,2,3,2,3,1,3,2,Euthanasia
4,'Rat Terrier',Dog,5,1,1,2,3,0,2,3,Adoption
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Transfer
3,'Cairn Terrier',Dog,4,3,5,3,3,0,3,2,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,3,2,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
2,'Shih Tzu',Dog,2,5,3,4,1,0,4,3,Return_to_owner
3,Siamese,Cat,4,3,5,2,3,1,1,1,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,4,4,Return_to_owner
1,'English Mastiff',Dog,5,2,2,4,1,0,1,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Snowshoe,Cat,4,3,5,2,3,1,1,1,Transfer
3,'Jack Russell Terrier',Dog,4,2,5,3,5,0,2,3,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,1,3,2,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,4,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
2,'Siberian Husky',Dog,4,3,2,4,4,0,2,3,Return_to_owner
1,Shar-Pei,Dog,1,2,1,4,1,0,2,5,Transfer
4,Chihuahua,Dog,1,1,5,3,1,1,1,4,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,1,4,2,Euthanasia
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Return_to_owner
3,'Collie Smooth',Dog,5,3,4,3,5,1,1,2,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,4,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,3,4,Return_to_owner
1,Greyhound,Dog,5,1,1,3,3,0,3,3,Return_to_owner
1,'English Setter',Dog,5,3,4,2,3,0,3,3,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Jack Russell Terrier',Dog,4,2,5,3,5,0,2,3,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Return_to_owner
3,'West Highland White Terrier',Dog,4,4,5,4,1,0,2,5,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,2,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
1,'Great Pyrenees',Dog,4,3,5,3,4,1,4,5,Euthanasia
1,'Labrador Retriever',Dog,5,2,1,4,3,0,4,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Transfer
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Transfer
1,'French Bulldog',Dog,2,2,1,4,1,0,2,3,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,3,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
2,'Cardigan Welsh Corgi',Dog,5,3,4,4,4,0,1,2,Adoption
2,'Anatol Shepherd',Dog,4,2,4,3,5,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Chihuahua,Dog,1,1,5,3,1,1,2,4,Transfer
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
1,Boxer,Dog,4,1,2,4,1,0,2,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,4,1,Euthanasia
1,'Australian Kelpie',Dog,3,2,3,2,3,0,2,2,Adoption
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Transfer
3,Siamese,Cat,4,3,5,2,3,0,1,1,Adoption
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,1,3,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,3,1,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,3,4,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Return_to_owner
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,3,4,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,3,2,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
3,Siamese,Cat,4,3,5,2,3,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
1,'Black and Tan Coonhound',Dog,5,1,5,2,5,0,2,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,4,1,Euthanasia
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
1,'German Shepherd',Dog,5,2,3,4,5,1,1,4,Transfer
3,Pekingese,Dog,1,5,4,3,3,0,2,4,Return_to_owner
2,'German Shorthaired Pointer',Dog,4,1,2,3,1,0,2,4,Adoption
1,'American Foxhound',Dog,4,1,2,2,1,0,3,1,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,3,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,3,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Australian Cattle Dog',Dog,5,1,2,2,3,1,2,3,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,3,2,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'American Staffordshire Terrier',Dog,4,1,2,4,1,1,3,3,Transfer
1,'German Shepherd',Dog,5,2,3,4,5,0,3,4,Return_to_owner
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,2,3,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Jack Russell Terrier',Dog,4,2,5,3,5,0,1,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,3,2,Adoption
1,'German Shepherd',Dog,5,2,3,4,5,0,1,4,Transfer
1,Boxer,Dog,4,1,2,4,1,1,4,3,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
1,'Doberman Pinscher',Dog,3,2,2,4,3,0,4,4,Return_to_owner
1,'Labrador Retriever',Dog,5,2,1,4,3,1,2,4,Return_to_owner
3,'Jack Russell Terrier',Dog,4,2,5,3,5,0,2,3,Return_to_owner
2,Dachshund,Dog,2,2,4,2,3,0,1,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
2,'Swedish Vallhund',Dog,5,3,4,3,1,0,3,2,Adoption
2,'Siberian Husky',Dog,4,3,2,4,4,0,3,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,4,4,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,3,1,Transfer
4,'Toy Poodle',Dog,2,5,3,4,1,0,1,3,Return_to_owner
3,'Border Collie',Dog,5,3,4,3,3,0,2,3,Transfer
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,3,3,Return_to_owner
4,'Rat Terrier',Dog,5,1,1,2,3,0,4,3,Transfer
2,'Siberian Husky',Dog,4,3,2,4,4,1,4,3,Return_to_owner
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,4,4,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Adoption
1,'German Shepherd',Dog,5,2,3,4,5,0,2,4,Adoption
2,'Petit Basset Griffon Vendeen',Dog,4,2,5,4,3,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Transfer
3,'Cairn Terrier',Dog,4,3,5,3,3,1,3,2,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,2,2,Euthanasia
3,'Australian Shepherd',Dog,5,3,2,3,3,0,2,3,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,1,2,2,Euthanasia
3,'Yorkshire Terrier',Dog,1,5,5,3,1,0,2,4,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,3,4,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
1,'Labrador Retriever',Dog,5,2,1,4,3,0,3,4,Adoption
4,'Rat Terrier',Dog,5,1,1,2,3,0,3,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
2,'American Staffordshire Terrier',Dog,4,1,2,4,1,0,2,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
3,Pug,Dog,4,1,4,2,4,0,4,5,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,1,3,Adoption
2,Catahoula,Dog,3,1,2,1,3,0,1,4,Adoption
1,'Golden Retriever',Dog,5,3,1,4,3,0,1,4,Adoption
4,Chihuahua,Dog,1,1,5,3,1,0,4,4,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,4,4,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,2,2,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
3,Beagle,Dog,5,1,5,3,3,0,2,3,Adoption
1,'German Shepherd',Dog,5,2,3,4,5,0,3,4,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,1,2,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,4,4,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,1,4,2,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Adoption
1,'Australian Kelpie',Dog,3,2,3,2,3,0,2,2,Adoption
3,'Basset Hound',Dog,5,2,3,2,3,1,3,3,Return_to_owner
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Adoption
3,Pug,Dog,4,1,4,2,4,0,1,5,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,1,4,2,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Transfer
1,'German Shepherd',Dog,5,2,3,4,5,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,Pointer,Dog,5,1,3,2,1,0,3,1,Adoption
2,Dachshund,Dog,2,2,4,2,3,0,1,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Return_to_owner
1,'German Shepherd',Dog,5,2,3,4,5,0,1,4,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Australian Terrier',Dog,4,3,3,3,1,0,2,4,Return_to_owner
1,Boxer,Dog,4,1,2,4,1,0,1,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Bichon Frise',Dog,4,5,3,3,1,0,3,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,1,4,2,Transfer
4,Domestic,Cat,3,4,2,1,4,0,4,1,Adoption
3,'Border Collie',Dog,5,3,4,3,3,0,2,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Return_to_owner
2,'Picardy Sheepdog',Dog,4,3,3,4,3,1,3,3,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,1,3,2,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
1,Boxer,Dog,4,1,2,4,1,0,2,3,Transfer
4,Domestic,Cat,3,4,2,1,4,1,2,1,Euthanasia
3,'Norwich Terrier',Dog,4,3,4,4,1,0,3,2,Adoption
1,'German Shepherd',Dog,5,2,3,4,5,0,2,4,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Euthanasia
4,Chihuahua,Dog,1,1,5,3,1,0,1,4,Adoption
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,2,3,Transfer
1,Boxer,Dog,4,1,2,4,1,0,1,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Boston Terrier',Dog,5,1,2,3,3,0,4,3,Transfer
3,'Yorkshire Terrier',Dog,1,5,5,3,1,0,2,4,Transfer
2,Dachshund,Dog,2,2,4,2,3,0,3,3,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,1,2,4,Euthanasia
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,'Rat Terrier',Dog,5,1,1,2,3,0,3,3,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
1,Boxer,Dog,4,1,2,4,1,0,3,3,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Adoption
1,Boxer,Dog,4,1,2,4,1,0,1,3,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,3,2,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Adoption
3,'Boston Terrier',Dog,5,1,2,3,3,0,2,3,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,3,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
2,Dachshund,Dog,2,2,4,2,3,0,2,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
3,'Border Collie',Dog,5,3,4,3,3,1,1,3,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'Plott Hound',Dog,4,1,3,2,1,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,4,4,Adoption
3,'Cairn Terrier',Dog,4,3,5,3,3,0,3,2,Adoption
4,Domestic,Cat,3,4,2,1,4,1,3,1,Euthanasia
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'Ibizan Hound',Dog,4,3,3,4,3,0,2,3,Return_to_owner
1,'English Mastiff',Dog,5,2,2,4,1,0,4,4,Died
2,'Pit Bull',Dog,2,1,3,2,1,1,1,2,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,3,1,Transfer
3,'Yorkshire Terrier',Dog,1,5,5,3,1,1,1,4,Transfer
1,'Bull Terrier',Dog,4,1,2,4,3,0,1,5,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Euthanasia
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
1,'German Shepherd',Dog,5,2,3,4,5,1,3,4,Euthanasia
4,Domestic,Cat,3,4,2,1,4,0,1,1,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,3,2,Return_to_owner
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Transfer
3,'Australian Cattle Dog',Dog,5,1,2,2,3,1,3,3,Adoption
1,Rottweiler,Dog,2,1,1,4,1,0,2,3,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,2,2,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,3,4,Transfer
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,3,3,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,1,1,Euthanasia
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Return_to_owner
1,'Golden Retriever',Dog,5,3,1,4,3,0,2,4,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
3,Pug,Dog,4,1,4,2,4,0,2,5,Transfer
1,'Great Pyrenees',Dog,4,3,5,3,4,0,3,5,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,3,2,Transfer
2,'Shih Tzu',Dog,2,5,3,4,1,1,2,3,Return_to_owner
4,'Rat Terrier',Dog,5,1,1,2,3,0,4,3,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,4,4,Return_to_owner
3,Beagle,Dog,5,1,5,3,3,0,2,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Euthanasia
3,'Cairn Terrier',Dog,4,3,5,3,3,0,1,2,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Euthanasia
3,Himalayan,Cat,2,5,1,2,5,1,1,4,Euthanasia
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,3,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,3,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Chihuahua,Dog,1,1,5,3,1,1,1,4,Adoption
2,Dachshund,Dog,2,2,4,2,3,1,3,3,Transfer
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,0,4,2,Euthanasia
1,Akita,Dog,4,2,1,4,5,0,3,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'Shetland Sheepdog',Dog,4,5,1,4,3,0,2,3,Adoption
4,Chihuahua,Dog,1,1,5,3,1,0,3,4,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,3,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Chihuahua,Dog,1,1,5,3,1,1,1,4,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Chihuahua,Dog,1,1,5,3,1,0,4,4,Return_to_owner
3,'Russian Blue',Cat,3,3,1,2,3,0,1,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,2,4,Return_to_owner
1,Rottweiler,Dog,2,1,1,4,1,1,3,3,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Chihuahua,Dog,1,1,5,3,1,0,2,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,3,2,Adoption
1,Bulldog,Dog,5,2,1,4,3,0,2,5,Return_to_owner
2,'Pit Bull',Dog,2,1,3,2,1,1,2,2,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Euthanasia
1,'Labrador Retriever',Dog,5,2,1,4,3,0,3,4,Return_to_owner
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,3,3,Adoption
4,Chihuahua,Dog,1,1,5,3,1,1,2,4,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,1,4,Adoption
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,4,3,Adoption
3,Siamese,Cat,4,3,5,2,3,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
3,'American Cocker Spaniel',Dog,5,5,4,3,3,1,3,4,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,4,1,Adoption
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
3,'Australian Cattle Dog',Dog,5,1,2,2,3,0,3,3,Return_to_owner
3,Siamese,Cat,4,3,5,2,3,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Euthanasia
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
1,Rottweiler,Dog,2,1,1,4,1,1,2,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
3,'Miniature Pinscher',Dog,4,1,5,2,3,0,1,2,Adoption
1,'Golden Retriever',Dog,5,3,1,4,3,0,3,4,Adoption
2,Dachshund,Dog,2,2,4,2,3,0,2,3,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
1,Rottweiler,Dog,2,1,1,4,1,0,1,3,Adoption
3,Siamese,Cat,4,3,5,2,3,0,2,1,Adoption
2,'Pit Bull',Dog,2,1,3,2,1,0,2,2,Adoption
4,Domestic,Cat,3,4,2,1,4,1,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,1,1,Adoption
4,Snowshoe,Cat,4,3,5,2,3,1,4,1,Transfer
1,'Labrador Retriever',Dog,5,2,1,4,3,0,1,4,Adoption
4,Domestic,Cat,3,4,2,1,4,1,1,1,Transfer
1,'Labrador Retriever',Dog,5,2,1,4,3,0,3,4,Return_to_owner
4,Chihuahua,Dog,1,1,5,3,1,0,4,4,Return_to_owner
1,'Labrador Retriever',Dog,5,2,1,4,3,1,2,4,Euthanasia
2,Manx,Cat,4,3,3,1,3,1,1,1,Transfer
2,'Pit Bull',Dog,2,1,3,2,1,1,2,2,Transfer
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,2,3,Adoption
4,Domestic,Cat,3,4,2,1,4,1,4,1,Euthanasia
4,Chihuahua,Dog,1,1,5,3,1,0,1,4,Return_to_owner
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
4,'Toy Poodle',Dog,2,5,3,4,1,0,4,3,Return_to_owner
1,'English Mastiff',Dog,5,2,2,4,1,0,1,4,Adoption
2,'Miniature Schnauzer',Dog,4,4,3,3,1,0,4,3,Adoption
3,'Maine Coon',Cat,4,3,1,2,4,0,4,3,Adoption
4,Domestic,Cat,3,4,2,1,4,0,2,1,Transfer
4,Domestic,Cat,3,4,2,1,4,0,2,1,Adoption
